7079108	लेखकों में आगे बढ़ते हैं अमेरिकी वीजा के लिए आवेदन देने वाले किसी भी व्यक्ति से उसके सोशल मीडिया की 5 साल की जानकारी भी नहीं जाएगी और यह आदेश अधिकारी कुशवाहा के लिए आवेदन करने वाले लोगों से उनके सोशल मीडिया अकाउंट का युद्ध ने लिया जाएगा इसे अमलीजामा नहीं पहनाया गया था अब इसे अमलीजामा पहनाया जा चुका है और यह एक आधिकारिक नियम है हालांकि आवेदकों को सिर्फ अपना यूजर में नहीं बताना होगा ना कि उसका पासवर्ड देना होगा तो सोशल मीडिया प्लेटफॉर्म से जिनके बारे में जानकारी देनी होगी आवेदक को अपना सोशल मीडिया अकाउंट बताना होगा उधर को बताना होगा अपना सोशल मी || यूजर नेम पासवर्ड नहीं बताना होगा || 	HI_X_256_69	HI_X_256_84	
7078131	राजस्थान के 12 शहर के चार मूर्ति चौराहा इलाके में एक महिला का अपने रिश्तेदार से मदद लेना उस वक्त महंगा पड़ गया जब उसे मालूम चला कि उसके ₹40000 लेकर युवक फरार हो गया है घटा के बाद महिला ने चीखना चिल्लाना शुरू किया जिस पर लोगों की भीड़ इकट्ठा हो गई दरअसल निशानियां गांव की रहने वाली वृद्ध महिला की बेटे की शादी होने वाली थी ऐसे में महिला अंतर कस्बे में सर्राफा व्यापारी के यहां से ₹40000 लेकर 12 ही थी इस दौरान उसका रिश्तेदार एटीएम से पैसे निकलवाने की बात कहकर महिला के बैग से ₹40000 लूट कर फरार हो गया महिला को जब इस बात का पता चला तो उसमें सड़क पर शोर मचाना शुरू कर दिया || जमाने की सारी लाल राहगीरों ने पीड़ित महिला को पुलिस थाने पहुंचाया जहां उसने आरोपी के खिलाफ रिपोर्ट दर्ज कराई है पुलिस ने आरोपी को जल्द से जल्द गिरफ्तार करने का आश्वासन दिया है इस खबर में लाल ताई || 	HI_X_256_205	HI_X_256_19	
7077499	मुजफ्फरपुर जिला के बरूराज थाना क्षेत्र के फुलवरिया चौक स्थित एक मार्केट में शाम के टाइम इफ्तार पार्टी का आयोजन किया गया जिसमें पूर्व प्रमुख है मोहम्मद फिरोज समेत कई दिग्गज नेता शामिल हुए राजद प्रवक्ता मोहम्मद निजाम की देखरेख में कार्यक्रम को संपन्न कराया गया इस दौरान भारी संख्या में रोजेदारों ने अपनी उपस्थिति दर्ज कराई रोजेदारों ने तार करते हुए सामाजिक सौहार्द्र को मजबूत बनाए रखने और आपसी भाईचारा कायम रखने का संदेश दिया पूर्व प्रमुख मोहम्मद फिरोज ने कहा कि यह कोई धर्म नहीं है हिंदू मुस्लिम भाई-भाई हैं इस दौरान उर्फ बबलू भाई जावेद जावेद अरमान नसरुद्दीन समेत सैकड़ों से अधिक लोग शामिल हुए कार्यक्रम को संपन्न कराया गया इस दौरान भारी संख्या में रोजेदारों ने अपनी उपस्थिति दर्ज कराई रोजेदारों निस्तार करते हुए सामाजिक सौहार्द्र को मजबूत बनाए रखने और आपसी भाईचारा को कायम रखने का संदेश दिया पूर्व प्रमुख मोहम्मद फिरोज ने कहा कि यह कोई जाति धर्म नहीं है अब सभी एक हैं || हिंदू मुस्लिम सभी भाई भाई हैं इस दौरान ए वकार रजा उर्फ बबलू भाई जावेद डॉक्टर हुए अरमान नसरुद्दीन समेत सैकड़ों से अधिक लोग शामिल हुए || 	HI_X_256_87	HI_X_256_204	
7077592	पत्रकारों को संबोधित करते हुए बिंदु कुशवाहा ने बीजेपी पर जमकर भड़ास निकाली और कहा कि बीजेपी ने जिस प्रकार की साजिश की है उस हिसाब से भारत की भोली-भाली जनता उनके बहकावे में आ गई जिस वजह से उनकी जीत हो गई इसके साथ ही उन्होंने भी अपनी नाराजगी को जाहिर करते हुए कहा कि मीडिया के लोगों ने विशेष बीजेपी का प्रचार प्रसार करने का काम किया और जिन मुद्दों को उठाना चाहिए था ऐसा नहीं किया गया उन्होंने उस मुद्दे को नहीं उठाया उन्होंने कहा कि चुनाव के बाद हम हतप्रभ जरूर है लेकिन हतोत्साहित बिल्कुल भी नहीं उन्होंने कहा कि आने वाली लड़ाई को जीतने में चुनाव का अनुभव है और इस दृष्टि से देखें तो लोकसभा चुनाव में हमने बहुत कुछ || 	HI_X_256_69	HI_X_256_204	
7077791	बदायूं में भीषण गर्मी का पारा 39 के पार पहुंचा यहां गर्मी में लोगों का बुरा हाल है लोग घरों में दुबके हुए हैं और जो निकल भी रहे हैं वह लू के थपेड़ों से बचने के लिए मुंह पर अंगोछा इत्यादि डालकर निकल रहे हैं वहीं मेहनत मजदूरी करने वाले लोग अपने पेट की खातिर लोग इस भीषण गर्मी में भी काम कर रहे हैं चाहे वह मिठाई बनाने वाला कारीगर या फिर लोहे की दुकान पर काम करने वाला लोहार हो इन लोगों पर इस प्रचंड गर्मी में बेअसर है वहीं जब इन लोगों से बात की तो इन लोगों ने इसे अपनी आदत बताई है जहां धनवान लोग एसी कूलर का सहारा ले रहे हैं वहां यह लोग अपनी दिनचर्या के अनुसार कार्य कर रहे हैं ||  बुरा हाल है || 	HI_X_256_161	HI_X_256_174	
7078055	रायसिंहनगर समिति के अध्यक्ष पद का चुनाव सर्वसम्मति से संपन्न हो गया सर्वे में रखी बैठक में वित्तीय लेखा-जोखा पेश किया गया वहीं बैठक के पूर्व अध्यक्ष राज्यपाल गुंजल के निधन पर 2 मिनट का मौन रखकर श्रद्धांजलि भी दी गई बैठक में सर्वसम्मति से सुरेंद्र को आगामी 2 वर्ष के लिए अध्यक्ष निर्वाचित किया गया बैठक के दौरान समाज के नागरिकों द्वारा समाज की प्रतिभाओं को प्रतिवर्ष सम्मानित करने के साथ ही धर्मशाला के लोगों को कम खर्च में धर्मशाला उपलब्ध कराने की मांग रखी गई कार्य करने पर विस्तार से इन मुद्दों पर विचार करने का निर्णय लिया गया जाने के बाद फूल मालाओं से नवनियुक्त अध्यक्ष का स्वागत किया गया तथा बाकी मुख्य मार्गो से निकाला गया || और फूल मालाओं से लाद दिया गया उनको || 	HI_X_256_206	HI_X_256_191	
7077903	सीकर जिले के फतेहपुर और रामगढ़ इलाके के पानी में फ्लोराइड होने से किसानों का पक्षी करना काफी मुश्किल हो रहा है वहीं यहां एक रिश्ता ऐसा भी है जो विपरीत परिस्थितियों में भी उन्नत खेती कर रहा है जी हां यह किसान है सीकर जिले के बाद गांव के विद्याधर बढ़िया जो रेतीले क्षेत्र में हाईटेक खेती को बढ़ावा दे रहे हैं विद्याधर बताती हैं कि करीब 30 साल पहले उन्होंने अपने गांव में सब्जी और फल उगाने की बात की तो लोग उन पर खाते थे और कहते थे कि यहां का उत्पादन हो ही नहीं सकता लेकिन उन्होंने हार नहीं मानी और अपने खेत में ऑर्गेनिक खेती करना शुरू कर दिया घर पर ही गोबर को बुलाकर ऑर्गेनिक खाद बनाई और थोड़ी थोड़ी सब्जी का उत्पादन शुरू किया जब अच्छा उत्पादन में नहीं लगा तो उन्होंने अपनी पूरे खेत को ही ऑर्गेनिक गार्डन बना दिया आज उनके खेत में सभी तरह की सब्जियों और फलों का उत्पाद || रहा है उनके खेत में उगाई गई सब्जी की डिमांड इतनी है कि सुबह-सुबह ही पूरी सब्जी लोग ले जाते हैं विद्याधर बढ़िया नहीं 20 साल पहले एमकॉम पास किया था उस वक्त उन्हें होमगार्ड की नौकरी मिली थी लेकिन उसी परिवार का खर्च नहीं चलता था इसलिए उन्होंने हाईटेक खेती की तरफ ध्यान दिया खेती की लाखों रुपए की आमदनी की वजह है कि उन्होंने अपने दोनों बेटों को अच्छी शिक्षा दें और आज उनका एक बेटा आयकर विभाग में अधिकारी है तो दूसरा सरकारी शिक्षक है इसके बाद भी व्यापक काम जारी रख रहे हैं और आज भी खेती कर रहे हैं पर लो मेरे पिताजी कहां से मिली एमकॉम चमरिया कॉलेज फतेहपुर पास किया लेकिन गवर्नमेंट से नौकरी लिखी नहीं हुई तो मैं नहीं आऊंगा आज की नौकरी ज्वाइन की होमगार्ड मेरे को चीन में नौकरी मिलती 9 महीने देगा बेरोजगार रहता तुम मेरे गुरु जी ने मेरे को इसका के बच्चे कोई भी काम हो लग्न से कर || खेती करना हो सके बाकी किनारा कंपनी रोजगार खेती खेती के में निपुण लगन से काम किया था आज में पुरुष शिक्षकों और आजीवन रोजगार मिल गया मेरे को बहुत काम किस तरह से खेती करते हो दवाई दवाई को बिल्कुल क्यों नहीं करता हूं फतेहपुर से गोबर लाता हूं कि औरों जैसे ऑर्गेनिक खेती करता हूं यूरिया डीएपी कुछ नहीं चैट गोबर की खाद गांव है उसमें और फतेहपुर से खिलाता हूं खुद का ट्रैक्टर है ट्रैक्टर से मुक्त स्टोरी लगभग फतेहपुर से गोबर की लताओं खरीदकर गोबर से पूर्व खेती करता हूं और फतेहपुर में मेरी सब्जी बहुत पसीना मामा देना मेरे को मामा क्या था और मामा जी सब्जी सबसे फास्ट लिख कर और करनी देसी खेत की मूली गाजर || मौसम मेरे दैनिक देखी और तरबूज दो || 	HI_X_256_24	HI_X_256_96	
7079073	छलिया बात करेंगे नौकरी के नटवरलाल के बारे में लेकर अपनी खास पेशकश में आगे बढ़ उससे पहले इस वक्त एक बड़ी खबर आपको बता दें कि सुप्रीम कोर्ट के पूर्व चीफ जस्टिस आरएम लोढ़ा के साथ ठगी का अंदाजा लगाइए कि एक जज के साथी धोखाधड़ी का मामला सामने आया है सुप्रीम कोर्ट के सेवानिवृत्त जज बी पी सिंह की ईमेल आईडी डाल सांसों ने उनसे ₹100000 को जल्दी साइबर सेल को सौंप दिया जाएगा जिस वक्त की बड़ी खबर आप देख मैं यकीन नहीं हो रहा कि जज के साथ ऐसा हुआ है आप देखना है कि जो लोग धोखाधड़ी करते हैं तरीके से शादी करते हैं उनके हौसले कितने ज्यादा बुलंद हैं || 	HI_X_256_69	HI_X_256_84	
7079020	यदि मांग रहे लोग बड़वानी के राजपुर विकासखंड के छोटी गांव की है जल संकट से जूझ रहे ग्रामीणों की मानें तो पिछले कई सालों से ग्राम में पानी की समस्या बनी हुई है बार-बार आवेदन निवेदन के बाद भी समस्या जस की तस बनी हुई है जल समस्या है और भयंकर रूप से जन समस्याएं यहां पर करीबन डेढ़ से 2 महीने से लोग बूंद-बूंद पानी के लिए तरस रहे हैं जो 2 किलोमीटर तक लोगों को जाना पड़ा किलोमीटर 2 किलोमीटर कोई कोटेशन आ रहा है कोई सर पर ला रहा है महिलाओं को नंगे पांव दो 2 किलो तक जा कर लाना पड़ता है || ग्राम पंचायत ग्रामीण जनों का नया मॉडल कितने लोगों के आक्रोश को देखते हुए एसडीएम ने तुरंत कार्रवाई की बात की लेकिन जिस तरह से कार्रवाई की मांग की है उससे कुछ पल के लिए ग्रामीणों को राहत मिलेगी इस खबर में फिलहाल || 	HI_X_256_40	HI_X_256_19	
7079148	आपको बता दें कि दरअसल ये जम्मू कश्मीर के ऊपर से खबर आ रही है सोफे में दो आतंकी ढेर किए गए हैं तो सेना ने एक आतंकी ढेर क्या है और सोफे में दो आतंकी ढेर हुए बड़े सुरक्षाबलों से मुठभेड़ हुई और इस मुठभेड़ में दो आतंकी मारे गए जम्मू कश्मीर का इलाका है यहां पर मुठभेड़ में दो आतंकी कार्रवाई अंजाम दी गई है तो इस एनकाउंटर गया है कि इलाके में आतंकी छिपे होने की जानकारी मिली थी सर को जिसके बाद सेना ने यहां पर सर्च ऑपरेशन शुरू कर दिया है और मुलाकात का कार्यक्रम में सैनिकों के वहां पहुंचकर मुलाकात करेंगे और उससे पहले यह बड़ी कार्रवाई || 	HI_X_256_174	HI_X_256_38	
7078697	ओम जय श्री राम आप सभी मित्रों का मेरे चैनल ज्योतिष समाधान में हार्दिक स्वागत है तो जानेंगे कि 4 जून 2019 मंगलवार का दिन कन्या राशि वालों को कैसे बताया कि भैया पैसे से संबंधित कोई समस्या है तो उसका निदान होने वाला है पशु संबंधित कुछ अच्छी खबर आने वाली है पैसे को लेकर के किसी न किसी प्रकार का फायदा होने वाला है आज के राशिफल में जाने के लिए कौन कौन से काम करने में फायदा रहेगा कौन-कौन से शानदार खबरें मिलेगी इसका हमने वीडियो बना दिया है आपको हो सकता है नोटिफिकेशन नहीं मिला हो या आपके पास आपकी यूट्यूब वॉलीबॉल पहुंचा वहां पर क्लिक करके वीडियो देखकर के लाभ ले लेंगे तो आपके लिए फायदेमंद रहेगा ऐसा मेरा मानना है कि भाग्यस्थान अपने घर 222 घर होते हैं कि तुला राशियों की वृषभ राशि तो कन्या राशि वालों के लिए वृषभ राशि भाग्य स्थान पर आती है तो वहां करके बैठ जाएंगे और सच्ची बात यह है कि वहां पर सूर्य भगवान जो कि भाग्य स्थान || भाग्य स्थान पर अच्छा परिणाम करते हैं और भाग्य को चमका आते हैं भाग्य को धमकाते हैं ऐसा उनके साथ में शुक्र जो कि उसी घर का मालिक आ कर के बैठ जाएगा तो भागे के लिए कुछ न किसी प्रकार की अच्छी खबर है निश्चित ही अच्छी खबर है मोटी यात्रा करा सकते हैं व्यापार और नौकरी को लेकर के करा सकते हैं नौकरी में आप को पदोन्नति पद वृद्धि दिला सकते हैं नौकरी को अच्छी खबर बना सकते हैं नौकरी में आपका मान-सम्मान बड़े कुछ ऐसी चीजें करवा सकते हैं तो सहयोग मिलेगा आपको पूरा आश्रम ले कुछ ऐसे योग बना रहे हैं साथ साथ में पिता का आपको सहयोग मिले पिता के सहयोग की वजह से आपके काम चले जोर वैदिक तो रुके हुए काम है वह चले कोई दिक्कत है वह खत्म हो और आपका समय अच्छा निकले कुछ ऐसे युग में शुक्र जो कि आप कल धन स्थान के स्वामी है तो भाग्य की कारण धन की प्राप्ति हो जो आप काम कर रहे जो रोजगार कर रहे हैं जो नौकरी करें उसके द्वारा भी आपको अच्छे धन की प्राप्ति हो ऐसे योग बना रहे साथ में परिवार के लिए अच्छी खबर है आपके बोलने मैं एकदम मधुरता है और आपके परिवार में आप सब लोग बैठ करके मिल करके बैठ कर खाना पीना खाया अच्छे से बातचीत करें अच्छे से आपके परिवार में सौहार्दपूर्ण मीठा और एकदम बढ़िया माहौल बना || कुछ ऐसा योग बना रहे इसका लाभ लें क्योंकि ठीक नहीं है परिवार में खुशियां तो खुशियों को सबसे बड़ा मानता हूं तो इस बीच में अगर आप करेंगे तो आपके लिए बहुत अच्छा रहेगा कि आपके व्यापार को लेकर की भी अच्छी खबर है क्योंकि देव गुरु बृहस्पति की दृष्टि पड़ रही है जानकी स्थान पर भी देव गुरु बृहस्पति की दृष्टि से सूर्य और बुध सूर्य व शुक्र सूर्य और शुक्र की दृष्टि सोने पर सुहागा जैसे कर रही है साथ में आपकी इनकम सैलरी में वृद्धि हो आपकी नौकरी के स्थान पर भी देखिए अभी राहु और मंगल का अंगारक योग बना हुआ है और साथ में भी वहीं पर मिलना तय है क्योंकि तीन तीन ग्रह बैठे हुए हैं घर का मालिक भी उधर घर का घर में बैठा हुआ है और कन्या राशि का स्वामी बुध होते हैं राशि का स्वामी कर्म स्थान में जाकर बैठे तो कर में उन्नति करवाता है आदमी ऐसा बनता है कि राशि के स्वामी कर्म स्थान में बन जा कर बैठे धीरूभाई अंबानी के अंडर में काम न करें आपके अंडर में बहुत सारे लोग काम करें आप मतलब छोटी कंपनी || बहुत अच्छा रहेगा कोई सपना हो तो आपको वह पूरा हो गया इस बीच में इनकम सैलरी भी अच्छी बनी रहेगी फाइनेंस को लेकर की पोजीशन सारी अच्छी बनी रहेगी दोस्तों के साथ में संबंध अच्छे बने रहेंगे बड़े भाई बहनों का भी पूरा पूरा सहयोग मिलेगा साथ में लेने का पूरा पूरा कोशिश कीजिएगा बस इतनी सी छोटी सी समस्या चल रही है घर के अंदर में थोड़ा सा || 	HI_X_256_90	HI_X_256_227	
